Place,Crime Category,Year,Amount
Badajoz,    5.4.-Sustracción de vehículos,2016,318.0
Badajoz,    5.4.-Sustracción de vehículos,2015,297.0
Badajoz,    5.4.-Sustracción de vehículos,2014,278.0
Badajoz,    5.4.-Sustracción de vehículos,2013,270.0
Badajoz,    5.4.-Sustracción de vehículos,2012,296.0
Badajoz,    5.4.-Sustracción de vehículos,2011,405.0
Badajoz,    5.4.-Sustracción de vehículos,2010,476.0
Badajoz,    5.5.-Estafas,2022,4908.0
Badajoz,    5.5.-Estafas,2021,3750.0
Badajoz,    5.5.-Estafas,2020,3467.0
Badajoz,    5.5.-Estafas,2019,2540.0
Badajoz,    5.5.-Estafas,2018,2404.0
Badajoz,    5.5.-Estafas,2017,1804.0
Badajoz,    5.5.-Estafas,2016,1476.0
Badajoz,    5.5.-Estafas,2015,1193.0
Badajoz,    5.5.-Estafas,2014,931.0
Badajoz,    5.5.-Estafas,2013,781.0
Badajoz,    5.5.-Estafas,2012,817.0
Badajoz,    5.5.-Estafas,2011,711.0
Badajoz,    5.5.-Estafas,2010,667.0
Badajoz,    5.5.1.-Estafas informáticas,2022,4423.0
Badajoz,    5.5.1.-Estafas informáticas,2021,3328.0
Badajoz,    5.5.1.-Estafas informáticas,2020,2685.0
Badajoz,    5.5.1.-Estafas informáticas,2019,1509.0
Badajoz,    5.5.1.-Estafas informáticas,2018,1214.0
Badajoz,    5.5.1.-Estafas informáticas,2017,815.0
Badajoz,    5.5.1.-Estafas informáticas,2016,625.0
Badajoz,    5.5.1.-Estafas informáticas,2015,392.0
Badajoz,    5.5.1.-Estafas informáticas,2014,343.0
Badajoz,    5.5.1.-Estafas informáticas,2013,249.0
Badajoz,    5.5.1.-Estafas informáticas,2012,287.0
Badajoz,    5.5.1.-Estafas informáticas,2011,204.0
Badajoz,    5.5.1.-Estafas informáticas,2010,213.0
Badajoz,    5.6.-Daños,2022,2318.0
Badajoz,    5.6.-Daños,2021,2105.0
Badajoz,    5.6.-Daños,2020,1947.0
Badajoz,    5.6.-Daños,2019,2229.0
Badajoz,    5.6.-Daños,2018,2016.0
Badajoz,    5.6.-Daños,2017,2219.0
Badajoz,    5.6.-Daños,2016,2125.0
Badajoz,    5.6.-Daños,2015,2017.0
Badajoz,    5.6.-Daños,2014,2053.0
Badajoz,    5.6.-Daños,2013,2232.0
Badajoz,    5.6.-Daños,2012,2326.0
Badajoz,    5.6.-Daños,2011,2310.0
Badajoz,    5.6.-Daños,2010,2399.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2022,6.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2021,10.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2020,19.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2019,30.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2018,32.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2017,10.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2016,23.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2015,24.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2014,31.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2013,32.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2012,29.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2011,28.0
Badajoz,    5.7.-Contra la propiedad intelectual/industrial,2010,36.0
Badajoz,    5.8.-Blanqueo de capitales,2022,1.0
Badajoz,    5.8.-Blanqueo de capitales,2021,7.0
Badajoz,    5.8.-Blanqueo de capitales,2020,4.0
Badajoz,    5.8.-Blanqueo de capitales,2019,1.0
Badajoz,    5.8.-Blanqueo de capitales,2018,0.0
Badajoz,    5.8.-Blanqueo de capitales,2017,0.0
Badajoz,    5.8.-Blanqueo de capitales,2016,2.0
Badajoz,    5.8.-Blanqueo de capitales,2015,2.0
Badajoz,    5.8.-Blanqueo de capitales,2014,0.0
Badajoz,    5.8.-Blanqueo de capitales,2013,0.0
Badajoz,    5.8.-Blanqueo de capitales,2012,0.0
Badajoz,    5.8.-Blanqueo de capitales,2011,0.0
Badajoz,    5.8.-Blanqueo de capitales,2010,0.0
Badajoz,    5.9.-Otros contra el patrimonio,2022,471.0
Badajoz,    5.9.-Otros contra el patrimonio,2021,471.0
Badajoz,    5.9.-Otros contra el patrimonio,2020,456.0
Badajoz,    5.9.-Otros contra el patrimonio,2019,533.0
Badajoz,    5.9.-Otros contra el patrimonio,2018,575.0
Badajoz,    5.9.-Otros contra el patrimonio,2017,426.0
Badajoz,    5.9.-Otros contra el patrimonio,2016,393.0
Badajoz,    5.9.-Otros contra el patrimonio,2015,428.0
Badajoz,    5.9.-Otros contra el patrimonio,2014,436.0
Badajoz,    5.9.-Otros contra el patrimonio,2013,410.0
Badajoz,    5.9.-Otros contra el patrimonio,2012,375.0
Badajoz,    5.9.-Otros contra el patrimonio,2011,227.0
Badajoz,    5.9.-Otros contra el patrimonio,2010,182.0
Badajoz,    6. SEGURIDAD COLECTIVA,2022,686.0
Badajoz,    6. SEGURIDAD COLECTIVA,2021,704.0
Badajoz,    6. SEGURIDAD COLECTIVA,2020,630.0
Badajoz,    6. SEGURIDAD COLECTIVA,2019,758.0
Badajoz,    6. SEGURIDAD COLECTIVA,2018,653.0
Badajoz,    6. SEGURIDAD COLECTIVA,2017,592.0
Badajoz,    6. SEGURIDAD COLECTIVA,2016,520.0
Badajoz,    6. SEGURIDAD COLECTIVA,2015,603.0
Badajoz,    6. SEGURIDAD COLECTIVA,2014,615.0
Badajoz,    6. SEGURIDAD COLECTIVA,2013,747.0
Badajoz,    6. SEGURIDAD COLECTIVA,2012,912.0
Badajoz,    6. SEGURIDAD COLECTIVA,2011,1070.0
Badajoz,    6. SEGURIDAD COLECTIVA,2010,966.0
Badajoz,    6.1.-Tráfico de drogas,2022,181.0
Badajoz,    6.1.-Tráfico de drogas,2021,206.0
Badajoz,    6.1.-Tráfico de drogas,2020,200.0
Badajoz,    6.1.-Tráfico de drogas,2019,218.0
Badajoz,    6.1.-Tráfico de drogas,2018,131.0
Badajoz,    6.1.-Tráfico de drogas,2017,127.0
Badajoz,    6.1.-Tráfico de drogas,2016,115.0
Badajoz,    6.1.-Tráfico de drogas,2015,140.0
Badajoz,    6.1.-Tráfico de drogas,2014,148.0
Badajoz,    6.1.-Tráfico de drogas,2013,196.0
Badajoz,    6.1.-Tráfico de drogas,2012,198.0
Badajoz,    6.1.-Tráfico de drogas,2011,201.0
Badajoz,    6.1.-Tráfico de drogas,2010,191.0
Badajoz,    6.2.-Contra la seguridad vial,2022,468.0
Badajoz,    6.2.-Contra la seguridad vial,2021,470.0
Badajoz,    6.2.-Contra la seguridad vial,2020,401.0
Badajoz,    6.2.-Contra la seguridad vial,2019,502.0
Badajoz,    6.2.-Contra la seguridad vial,2018,480.0
Badajoz,    6.2.-Contra la seguridad vial,2017,413.0
Badajoz,    6.2.-Contra la seguridad vial,2016,381.0
Badajoz,    6.2.-Contra la seguridad vial,2015,443.0
Badajoz,    6.2.-Contra la seguridad vial,2014,443.0
Badajoz,    6.2.-Contra la seguridad vial,2013,543.0
Badajoz,    6.2.-Contra la seguridad vial,2012,695.0
Badajoz,    6.2.-Contra la seguridad vial,2011,852.0
Badajoz,    6.2.-Contra la seguridad vial,2010,764.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2022,37.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2021,28.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2020,29.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2019,38.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2018,42.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2017,52.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2016,24.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2015,20.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2014,24.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2013,8.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2012,19.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2011,17.0
Badajoz,    6.3.-Otros contra la seguridad colectiva,2010,11.0
Badajoz,    7. FALSEDADES,2022,516.0
Badajoz,    7. FALSEDADES,2021,513.0
Badajoz,    7. FALSEDADES,2020,386.0
Badajoz,    7. FALSEDADES,2019,346.0
Badajoz,    7. FALSEDADES,2018,347.0
Badajoz,    7. FALSEDADES,2017,304.0
Badajoz,    7. FALSEDADES,2016,272.0
Badajoz,    7. FALSEDADES,2015,234.0
Badajoz,    7. FALSEDADES,2014,205.0
Badajoz,    7. FALSEDADES,2013,188.0
Badajoz,    7. FALSEDADES,2012,200.0
Badajoz,    7. FALSEDADES,2011,184.0
Badajoz,    7. FALSEDADES,2010,142.0
Badajoz,    8. ADMÓN. PÚBLICA,2022,2.0
Badajoz,    8. ADMÓN. PÚBLICA,2021,10.0
Badajoz,    8. ADMÓN. PÚBLICA,2020,1.0
Badajoz,    8. ADMÓN. PÚBLICA,2019,4.0
Badajoz,    8. ADMÓN. PÚBLICA,2018,10.0
Badajoz,    8. ADMÓN. PÚBLICA,2017,3.0
Badajoz,    8. ADMÓN. PÚBLICA,2016,4.0
Badajoz,    8. ADMÓN. PÚBLICA,2015,0.0
Badajoz,    8. ADMÓN. PÚBLICA,2014,2.0
Badajoz,    8. ADMÓN. PÚBLICA,2013,0.0
Badajoz,    8. ADMÓN. PÚBLICA,2012,3.0
Badajoz,    8. ADMÓN. PÚBLICA,2011,4.0
Badajoz,    8. ADMÓN. PÚBLICA,2010,3.0
Badajoz,    9. ADMÓN. JUSTICIA,2022,472.0
Badajoz,    9. ADMÓN. JUSTICIA,2021,452.0
Badajoz,    9. ADMÓN. JUSTICIA,2020,413.0
Badajoz,    9. ADMÓN. JUSTICIA,2019,440.0
Badajoz,    9. ADMÓN. JUSTICIA,2018,391.0
Badajoz,    9. ADMÓN. JUSTICIA,2017,402.0
Badajoz,    9. ADMÓN. JUSTICIA,2016,402.0
Badajoz,    9. ADMÓN. JUSTICIA,2015,362.0
Badajoz,    9. ADMÓN. JUSTICIA,2014,370.0
Badajoz,    9. ADMÓN. JUSTICIA,2013,409.0
Badajoz,    9. ADMÓN. JUSTICIA,2012,359.0
Badajoz,    9. ADMÓN. JUSTICIA,2011,355.0
Badajoz,    9. ADMÓN. JUSTICIA,2010,350.0
Badajoz,    10. ORDEN PÚBLICO,2022,248.0
Badajoz,    10. ORDEN PÚBLICO,2021,237.0
Badajoz,    10. ORDEN PÚBLICO,2020,335.0
Badajoz,    10. ORDEN PÚBLICO,2019,185.0
Badajoz,    10. ORDEN PÚBLICO,2018,177.0
Badajoz,    10. ORDEN PÚBLICO,2017,186.0
Badajoz,    10. ORDEN PÚBLICO,2016,201.0
Badajoz,    10. ORDEN PÚBLICO,2015,249.0
Badajoz,    10. ORDEN PÚBLICO,2014,307.0
Badajoz,    10. ORDEN PÚBLICO,2013,321.0
Badajoz,    10. ORDEN PÚBLICO,2012,398.0
Badajoz,    10. ORDEN PÚBLICO,2011,465.0
Badajoz,    10. ORDEN PÚBLICO,2010,396.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2022,9.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2021,7.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2020,7.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2019,3.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2018,6.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2017,6.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2016,0.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2015,1.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2014,2.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2013,3.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2012,1.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2011,2.0
Badajoz,    11. LEGISLACIÓN ESPECIAL,2010,0.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2022,182.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2021,144.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2020,169.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2019,154.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2018,176.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2017,157.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2016,174.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2015,145.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2014,159.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2013,134.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2012,132.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2011,127.0
Badajoz,    12. OTRAS INFRACCIONES PENALES,2010,137.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2022,9288.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2021,7431.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2020,6407.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2019,8110.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2018,7545.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2017,7096.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2016,6609.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2015,7774.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2014,9299.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2013,9030.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2012,8966.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2011,9608.0
Balears (Illes),    1. CONTRA LAS PERSONAS,2010,8938.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2022,39.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2021,38.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2020,37.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2019,48.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2018,44.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2017,32.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2016,32.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2015,35.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2014,33.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2013,33.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2012,30.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2011,60.0
Balears (Illes),    1.1.-Homicidios dolosos/asesinatos,2010,41.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2022,3.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2021,6.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2020,7.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2019,6.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2018,8.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2017,4.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2016,9.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2015,8.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2014,12.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2013,10.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2012,5.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2011,12.0
Balears (Illes),    1.1.1.-Homicidios dolosos/asesinatos consumados,2010,6.0
Balears (Illes),    1.2.-Lesiones,2022,4169.0
Balears (Illes),    1.2.-Lesiones,2021,3101.0
Balears (Illes),    1.2.-Lesiones,2020,2765.0
Balears (Illes),    1.2.-Lesiones,2019,3774.0
Balears (Illes),    1.2.-Lesiones,2018,3806.0
Balears (Illes),    1.2.-Lesiones,2017,3679.0
Balears (Illes),    1.2.-Lesiones,2016,3456.0
Balears (Illes),    1.2.-Lesiones,2015,3301.0
Balears (Illes),    1.2.-Lesiones,2014,3325.0
Balears (Illes),    1.2.-Lesiones,2013,3325.0
Balears (Illes),    1.2.-Lesiones,2012,3387.0
Balears (Illes),    1.2.-Lesiones,2011,3702.0
Balears (Illes),    1.2.-Lesiones,2010,3358.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2022,4868.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2021,4114.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2020,3474.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2019,4123.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2018,3558.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2017,3253.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2016,3045.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2015,2647.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2014,2502.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2013,2425.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2012,2232.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2011,2347.0
Balears (Illes),    1.3.-Malos tratos ámbito familiar,2010,2137.0
Balears (Illes),    1.4.-Otros contra las personas,2022,212.0
Balears (Illes),    1.4.-Otros contra las personas,2021,178.0
Balears (Illes),    1.4.-Otros contra las personas,2020,131.0
Balears (Illes),    1.4.-Otros contra las personas,2019,165.0
Balears (Illes),    1.4.-Otros contra las personas,2018,137.0
Balears (Illes),    1.4.-Otros contra las personas,2017,132.0
Balears (Illes),    1.4.-Otros contra las personas,2016,76.0
Balears (Illes),    1.4.-Otros contra las personas,2015,1791.0
Balears (Illes),    1.4.-Otros contra las personas,2014,3439.0
Balears (Illes),    1.4.-Otros contra las personas,2013,3247.0
Balears (Illes),    1.4.-Otros contra las personas,2012,3317.0
Balears (Illes),    1.4.-Otros contra las personas,2011,3499.0
Balears (Illes),    1.4.-Otros contra las personas,2010,3402.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2022,5863.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2021,5619.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2020,5083.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2019,4718.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2018,4373.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2017,4377.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2016,4258.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2015,2685.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2014,1350.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2013,1327.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2012,1384.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2011,1590.0
Balears (Illes),    2. CONTRA LA LIBERTAD,2010,1515.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2022,642.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2021,682.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2020,569.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2019,526.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2018,509.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2017,484.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2016,514.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2015,472.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2014,428.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2013,474.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2012,506.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2011,619.0
Balears (Illes),    2.1.-Malos tratos habituales en el ámbito familiar,2010,592.0
Balears (Illes),    2.2.-Otros contra la libertad,2022,5221.0
Balears (Illes),    2.2.-Otros contra la libertad,2021,4937.0
Balears (Illes),    2.2.-Otros contra la libertad,2020,4514.0
Balears (Illes),    2.2.-Otros contra la libertad,2019,4192.0
Balears (Illes),    2.2.-Otros contra la libertad,2018,3864.0
Balears (Illes),    2.2.-Otros contra la libertad,2017,3893.0
Balears (Illes),    2.2.-Otros contra la libertad,2016,3744.0
Balears (Illes),    2.2.-Otros contra la libertad,2015,2213.0
Balears (Illes),    2.2.-Otros contra la libertad,2014,922.0
Balears (Illes),    2.2.-Otros contra la libertad,2013,853.0
Balears (Illes),    2.2.-Otros contra la libertad,2012,878.0
Balears (Illes),    2.2.-Otros contra la libertad,2011,971.0
Balears (Illes),    2.2.-Otros contra la libertad,2010,923.0
Balears (Illes),    3. LIBERTAD SEXUAL,2022,915.0
Balears (Illes),    3. LIBERTAD SEXUAL,2021,777.0
Balears (Illes),    3. LIBERTAD SEXUAL,2020,520.0
Balears (Illes),    3. LIBERTAD SEXUAL,2019,743.0
Balears (Illes),    3. LIBERTAD SEXUAL,2018,584.0
Balears (Illes),    3. LIBERTAD SEXUAL,2017,517.0
Balears (Illes),    3. LIBERTAD SEXUAL,2016,442.0
Balears (Illes),    3. LIBERTAD SEXUAL,2015,411.0
Balears (Illes),    3. LIBERTAD SEXUAL,2014,394.0
Balears (Illes),    3. LIBERTAD SEXUAL,2013,406.0
Balears (Illes),    3. LIBERTAD SEXUAL,2012,383.0
Balears (Illes),    3. LIBERTAD SEXUAL,2011,419.0
Balears (Illes),    3. LIBERTAD SEXUAL,2010,426.0
Balears (Illes),    3.1.-Agresión sexual,2022,597.0
Balears (Illes),    3.1.-Agresión sexual,2021,513.0
Balears (Illes),    3.1.-Agresión sexual,2020,305.0
Balears (Illes),    3.1.-Agresión sexual,2019,492.0
Balears (Illes),    3.1.-Agresión sexual,2018,371.0
Balears (Illes),    3.1.-Agresión sexual,2017,336.0
Balears (Illes),    3.1.-Agresión sexual,2016,256.0
Balears (Illes),    3.1.-Agresión sexual,2015,238.0
Balears (Illes),    3.1.-Agresión sexual,2014,219.0
Balears (Illes),    3.1.-Agresión sexual,2013,225.0
Balears (Illes),    3.1.-Agresión sexual,2012,211.0
Balears (Illes),    3.1.-Agresión sexual,2011,238.0
Balears (Illes),    3.1.-Agresión sexual,2010,213.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2022,157.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2021,122.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2020,84.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2019,126.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2018,108.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2017,67.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2016,69.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2015,69.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2014,77.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2013,87.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2012,78.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2011,68.0
Balears (Illes),    3.2.-Agresión sexual con penetración,2010,65.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2022,23.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2021,19.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2020,28.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2019,14.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2018,16.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2017,9.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2016,27.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2015,17.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2014,19.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2013,18.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2012,20.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2011,15.0
Balears (Illes),    3.3.-Corrupción de menores o incapacitados,2010,16.0
Balears (Illes),    3.4.-Pornografía de menores,2022,14.0
Balears (Illes),    3.4.-Pornografía de menores,2021,22.0
